Comercio;ID Comercio;Invoice DateFecha de Ingreso;Región;Estado;Ciudad;Producto;Precio Por Unidad;Unidades Vendidas;Precio Final;Ganancias;Margen Operativo;Metodo de Venta
West Gear;1185732;17/10/2021;Northeast;West Virginia;Charleston;Men's Apparel;$41.00 ;53;$ 2,17;$ 1,20;55%;Online
Foot Locker;1185732;17/10/2021;Northeast;West Virginia;Charleston;Women's Apparel;$47.00 ;84;$ 3,95;$ 1,97;50%;Online
Foot Locker;1185732;17/11/2021;Northeast;West Virginia;Charleston;Men's Street Footwear;$44.00 ;117;$ 5,15;$ 2,68;52%;Online
Foot Locker;1185732;17/11/2021;Northeast;West Virginia;Charleston;Men's Athletic Footwear;$33.00 ;95;$ 3,14;$ 1,66;53%;Online
Foot Locker;1185732;17/11/2021;Northeast;West Virginia;Charleston;Women's Street Footwear;$32.00 ;77;$ 2,46;$ 1,23;50%;Online
Foot Locker;1185732;17/11/2021;Northeast;West Virginia;Charleston;Women's Athletic Footwear;$38.00 ;91;$ 3,46;$ 1,90;55%;Online
Foot Locker;1185732;17/11/2021;Northeast;West Virginia;Charleston;Men's Apparel;$62.00 ;78;$ 4,84;$ 2,56;53%;Online
Foot Locker;1185732;17/11/2021;Northeast;West Virginia;Charleston;Women's Apparel;$64.00 ;100;$ 6,40;$ 3,26;51%;Online
Foot Locker;1185732;16/12/2021;Northeast;West Virginia;Charleston;Men's Street Footwear;$60.00 ;176;$ 10,56;$ 5,49;52%;Online
Foot Locker;1185732;16/12/2021;Northeast;West Virginia;Charleston;Men's Athletic Footwear;$52.00 ;135;$ 7,02;$ 3,65;52%;Online
West Gear;1185732;16/12/2021;Northeast;West Virginia;Charleston;Women's Street Footwear;$50.00 ;112;$ 5,60;$ 2,97;53%;Online
Foot Locker;1185732;16/12/2021;Northeast;West Virginia;Charleston;Women's Athletic Footwear;$53.00 ;102;$ 5,41;$ 2,76;51%;Online
Foot Locker;1185732;16/12/2021;Northeast;West Virginia;Charleston;Men's Apparel;$61.00 ;95;$ 5,80;$ 2,90;50%;Online
Foot Locker;1185732;16/12/2021;Northeast;West Virginia;Charleston;Women's Apparel;$68.00 ;122;$ 8,30;$ 4,56;55%;Online
Foot Locker;1185732;24/1/2021;Northeast;West Virginia;Charleston;Men's Street Footwear;$33.00 ;106;$ 3,50;$ 1,75;50%;Online
Foot Locker;1185732;24/1/2021;Northeast;West Virginia;Charleston;Men's Athletic Footwear;$34.00 ;68;$ 2,31;$ 1,09;47%;Online
Foot Locker;1185732;24/1/2021;Northeast;West Virginia;Charleston;Women's Street Footwear;$24.00 ;63;$ 1,51;$ 696;46%;Online
Foot Locker;1185732;24/1/2021;Northeast;West Virginia;Charleston;Women's Athletic Footwear;$28.00 ;20;$ 560;$ 280;50%;Online
Foot Locker;1185732;24/1/2021;Northeast;West Virginia;Charleston;Men's Apparel;$42.00 ;33;$ 1,39;$ 596;43%;Online
Foot Locker;1185732;24/1/2021;Northeast;West Virginia;Charleston;Women's Apparel;$33.00 ;59;$ 1,95;$ 779;40%;Online
Foot Locker;1185732;22/2/2021;Northeast;West Virginia;Charleston;Men's Street Footwear;$32.00 ;138;$ 4,42;$ 2,34;53%;Online
West Gear;1185732;22/2/2021;Northeast;West Virginia;Charleston;Men's Athletic Footwear;$34.00 ;38;$ 1,29;$ 594;46%;Online
West Gear;1185732;22/2/2021;Northeast;West Virginia;Charleston;Women's Street Footwear;$24.00 ;46;$ 1,10;$ 519;47%;Online
West Gear;1185732;22/2/2021;Northeast;Maryland;Baltimore;Women's Athletic Footwear;$28.00 ;14;$ 392;$ 196;50%;Online
West Gear;1185732;22/2/2021;Northeast;Maryland;Baltimore;Men's Apparel;$41.00 ;31;$ 1,27;$ 572;45%;Online
West Gear;1185732;22/2/2021;Northeast;Maryland;Baltimore;Women's Apparel;$34.00 ;63;$ 2,14;$ 921;43%;Online
West Gear;1185732;20/3/2021;Northeast;Maryland;Baltimore;Men's Street Footwear;$32.00 ;125;$ 4,00;$ 2,12;53%;Online
West Gear;1185732;20/3/2021;Northeast;Maryland;Baltimore;Men's Athletic Footwear;$34.00 ;39;$ 1,33;$ 623;47%;Online
West Gear;1185732;20/3/2021;Northeast;Maryland;Baltimore;Women's Street Footwear;$24.00 ;53;$ 1,27;$ 623;49%;Online
West Gear;1185732;20/3/2021;Northeast;Maryland;Baltimore;Women's Athletic Footwear;$29.00 ;7;$ 203;$ 93;46%;Online
West Gear;1185732;20/3/2021;Northeast;Maryland;Baltimore;Men's Apparel;$43.00 ;22;$ 946;$ 407;43%;Online
West Gear;1185732;20/3/2021;Northeast;Maryland;Baltimore;Women's Apparel;$33.00 ;49;$ 1,62;$ 728;45%;Online
West Gear;1185732;21/4/2021;Northeast;Maryland;Baltimore;Men's Street Footwear;$33.00 ;128;$ 4,22;$ 2,15;51%;Online
West Gear;1185732;21/4/2021;Northeast;Maryland;Baltimore;Men's Athletic Footwear;$32.00 ;31;$ 992;$ 466;47%;Online
West Gear;1185732;21/4/2021;Northeast;Maryland;Baltimore;Women's Street Footwear;$24.00 ;33;$ 792;$ 388;49%;Online
West Gear;1185732;21/4/2021;Northeast;Maryland;Baltimore;Women's Athletic Footwear;$27.00 ;13;$ 351;$ 165;47%;Online
West Gear;1185732;21/4/2021;Northeast;Maryland;Baltimore;Men's Apparel;$41.00 ;15;$ 615;$ 277;45%;Online
West Gear;1185732;21/4/2021;Northeast;Maryland;Baltimore;Women's Apparel;$32.00 ;52;$ 1,66;$ 732;44%;Online
West Gear;1185732;20/5/2021;Northeast;Maryland;Baltimore;Men's Street Footwear;$49.00 ;118;$ 5,78;$ 3,01;52%;Online
West Gear;1185732;20/5/2021;Northeast;Maryland;Baltimore;Men's Athletic Footwear;$42.00 ;47;$ 1,97;$ 908;46%;Online
West Gear;1185732;20/5/2021;Northeast;Maryland;Baltimore;Women's Street Footwear;$36.00 ;38;$ 1,37;$ 657;48%;Online
West Gear;1185732;20/5/2021;Northeast;Maryland;Baltimore;Women's Athletic Footwear;$37.00 ;30;$ 1,11;$ 533;48%;Online
West Gear;1185732;20/5/2021;Northeast;Maryland;Baltimore;Men's Apparel;$49.00 ;36;$ 1,76;$ 741;42%;Online
West Gear;1185732;20/5/2021;Northeast;Maryland;Baltimore;Women's Apparel;$52.00 ;63;$ 3,28;$ 1,34;41%;Online
West Gear;1185732;22/6/2021;Northeast;Maryland;Baltimore;Men's Street Footwear;$47.00 ;125;$ 5,88;$ 2,94;50%;Online
West Gear;1185732;22/6/2021;Northeast;Maryland;Baltimore;Men's Athletic Footwear;$41.00 ;75;$ 3,08;$ 1,45;47%;Online
Foot Locker;1185732;22/6/2021;Northeast;Maryland;Baltimore;Women's Street Footwear;$37.00 ;47;$ 1,74;$ 870;50%;Online
Foot Locker;1185732;22/6/2021;Northeast;Maryland;Baltimore;Women's Athletic Footwear;$37.00 ;44;$ 1,63;$ 814;50%;Online
Foot Locker;1185732;22/6/2021;Northeast;Maryland;Baltimore;Men's Apparel;$49.00 ;42;$ 2,06;$ 906;44%;Online
Foot Locker;1185732;22/6/2021;Northeast;Maryland;Baltimore;Women's Apparel;$53.00 ;84;$ 4,45;$ 2,00;45%;Online
Foot Locker;1185732;20/7/2021;Northeast;Maryland;Baltimore;Men's Street Footwear;$49.00 ;131;$ 6,42;$ 3,34;52%;Online
Sports Direct;1185732;20/7/2021;Northeast;Maryland;Baltimore;Men's Athletic Footwear;$42.00 ;72;$ 3,02;$ 1,45;48%;Online
Sports Direct;1185732;20/7/2021;Northeast;Maryland;Baltimore;Women's Street Footwear;$37.00 ;60;$ 2,22;$ 1,09;49%;Online
Sports Direct;1185732;20/7/2021;Northeast;Maryland;Baltimore;Women's Athletic Footwear;$36.00 ;45;$ 1,62;$ 761;47%;Online
Sports Direct;1185732;20/7/2021;Northeast;Maryland;Baltimore;Men's Apparel;$46.00 ;51;$ 2,35;$ 1,06;45%;Online
Sports Direct;1185732;20/7/2021;Northeast;Maryland;Baltimore;Women's Apparel;$54.00 ;102;$ 5,51;$ 2,31;42%;Online
Sports Direct;1185732;21/8/2021;Northeast;Maryland;Baltimore;Men's Street Footwear;$48.00 ;135;$ 6,48;$ 3,43;53%;Online
Sports Direct;1185732;21/8/2021;Northeast;Maryland;Baltimore;Men's Athletic Footwear;$41.00 ;83;$ 3,40;$ 1,70;50%;Online
Sports Direct;1185732;21/8/2021;Northeast;Maryland;Baltimore;Women's Street Footwear;$39.00 ;60;$ 2,34;$ 1,17;50%;Online
Sports Direct;1185732;21/8/2021;Northeast;Maryland;Baltimore;Women's Athletic Footwear;$37.00 ;44;$ 1,63;$ 749;46%;Online
Sports Direct;1185732;21/8/2021;Northeast;Maryland;Baltimore;Men's Apparel;$47.00 ;38;$ 1,79;$ 804;45%;Online
Sports Direct;1185732;21/8/2021;Northeast;Maryland;Baltimore;Women's Apparel;$53.00 ;81;$ 4,29;$ 1,85;43%;Online
Sports Direct;1185732;20/9/2021;Northeast;Maryland;Baltimore;Men's Street Footwear;$49.00 ;128;$ 6,27;$ 3,20;51%;Online
Sports Direct;1185732;20/9/2021;Northeast;Maryland;Baltimore;Men's Athletic Footwear;$44.00 ;63;$ 2,77;$ 1,25;45%;Online
Sports Direct;1185732;20/9/2021;Northeast;Maryland;Baltimore;Women's Street Footwear;$38.00 ;36;$ 1,37;$ 684;50%;Online
Sports Direct;1185732;20/9/2021;Northeast;Maryland;Baltimore;Women's Athletic Footwear;$36.00 ;25;$ 900;$ 405;45%;Online
Sports Direct;1185732;20/9/2021;Northeast;Maryland;Baltimore;Men's Apparel;$48.00 ;30;$ 1,44;$ 619;43%;Online
Sports Direct;1185732;20/9/2021;Northeast;Maryland;Baltimore;Women's Apparel;$54.00 ;50;$ 2,70;$ 1,08;40%;Online
Sports Direct;1185732;22/10/2021;Northeast;Maryland;Baltimore;Men's Street Footwear;$52.00 ;113;$ 5,88;$ 3,17;54%;Online
Sports Direct;1185732;22/10/2021;Northeast;Maryland;Baltimore;Men's Athletic Footwear;$48.00 ;58;$ 2,78;$ 1,28;46%;Online
Sports Direct;1185732;22/10/2021;Northeast;Maryland;Baltimore;Women's Street Footwear;$49.00 ;25;$ 1,23;$ 564;46%;Online
Foot Locker;1185732;22/10/2021;Northeast;Maryland;Baltimore;Women's Athletic Footwear;$49.00 ;21;$ 1,03;$ 515;50%;Online
Foot Locker;1185732;22/10/2021;Northeast;Maryland;Baltimore;Men's Apparel;$56.00 ;20;$ 1,12;$ 448;40%;Online
Foot Locker;1185732;22/10/2021;Northeast;Maryland;Baltimore;Women's Apparel;$60.00 ;52;$ 3,12;$ 1,25;40%;Online
Foot Locker;1185732;21/11/2021;Northeast;Maryland;Baltimore;Men's Street Footwear;$58.00 ;88;$ 5,10;$ 2,81;55%;Online
Foot Locker;1185732;21/11/2021;Northeast;Maryland;Baltimore;Men's Athletic Footwear;$45.00 ;51;$ 2,30;$ 1,08;47%;Online
Foot Locker;1185732;21/11/2021;Northeast;Maryland;Baltimore;Women's Street Footwear;$49.00 ;48;$ 2,35;$ 1,18;50%;Online
Foot Locker;1185732;21/11/2021;Northeast;Maryland;Baltimore;Women's Athletic Footwear;$48.00 ;41;$ 1,97;$ 905;46%;Online
Foot Locker;1185732;21/11/2021;Northeast;Maryland;Baltimore;Men's Apparel;$56.00 ;31;$ 1,74;$ 764;44%;Online
Foot Locker;1185732;21/11/2021;Northeast;Maryland;Baltimore;Women's Apparel;$62.00 ;63;$ 3,91;$ 1,68;43%;Online
Foot Locker;1185732;20/12/2021;Northeast;Maryland;Baltimore;Men's Street Footwear;$57.00 ;122;$ 6,95;$ 3,48;50%;Online
Foot Locker;1185732;20/12/2021;Northeast;Maryland;Baltimore;Men's Athletic Footwear;$46.00 ;65;$ 2,99;$ 1,50;50%;Online
Foot Locker;1185732;20/12/2021;Northeast;Maryland;Baltimore;Women's Street Footwear;$45.00 ;65;$ 2,93;$ 1,38;47%;Online
Foot Locker;1185732;20/12/2021;Northeast;Maryland;Baltimore;Women's Athletic Footwear;$49.00 ;44;$ 2,16;$ 1,01;47%;Online
Foot Locker;1185732;20/12/2021;Northeast;Maryland;Baltimore;Men's Apparel;$54.00 ;51;$ 2,75;$ 1,13;41%;Online
Foot Locker;1185732;20/12/2021;Northeast;Maryland;Baltimore;Women's Apparel;$61.00 ;72;$ 4,39;$ 1,85;42%;Online
Foot Locker;1185732;17/1/2021;Northeast;Maryland;Baltimore;Men's Street Footwear;$36.00 ;137;$ 4,93;$ 2,22;45%;Online
Foot Locker;1185732;17/1/2021;Northeast;Maryland;Baltimore;Men's Athletic Footwear;$38.00 ;81;$ 3,08;$ 1,54;50%;Online
Foot Locker;1185732;17/1/2021;Northeast;Maryland;Baltimore;Women's Street Footwear;$29.00 ;91;$ 2,64;$ 1,40;53%;Online
Foot Locker;1185732;17/1/2021;Northeast;Maryland;Baltimore;Women's Athletic Footwear;$32.00 ;47;$ 1,50;$ 827;55%;Online
Foot Locker;1185732;17/1/2021;Northeast;Maryland;Baltimore;Men's Apparel;$49.00 ;59;$ 2,89;$ 1,21;42%;Online
Foot Locker;1185732;17/1/2021;Northeast;Maryland;Baltimore;Women's Apparel;$36.00 ;81;$ 2,92;$ 1,49;51%;Online
Foot Locker;1185732;15/2/2021;Northeast;Maryland;Baltimore;Men's Street Footwear;$39.00 ;144;$ 5,62;$ 2,81;50%;Online
Foot Locker;1185732;15/2/2021;Northeast;Maryland;Baltimore;Men's Athletic Footwear;$37.00 ;61;$ 2,26;$ 1,04;46%;Online
Foot Locker;1185732;15/2/2021;Northeast;Maryland;Baltimore;Women's Street Footwear;$27.00 ;69;$ 1,86;$ 950;51%;Online
Foot Locker;1185732;15/2/2021;Northeast;Delaware;Wilmington;Women's Athletic Footwear;$33.00 ;45;$ 1,49;$ 817;55%;Online
Foot Locker;1185732;15/2/2021;Northeast;Delaware;Wilmington;Men's Apparel;$45.00 ;65;$ 2,93;$ 1,20;41%;Online
Foot Locker;1185732;15/2/2021;Northeast;Delaware;Wilmington;Women's Apparel;$39.00 ;98;$ 3,82;$ 2,03;53%;Online
Foot Locker;1185732;13/3/2021;Northeast;Delaware;Wilmington;Men's Street Footwear;$36.00 ;158;$ 5,69;$ 2,62;46%;Online
Foot Locker;1185732;13/3/2021;Northeast;Delaware;Wilmington;Men's Athletic Footwear;$39.00 ;68;$ 2,65;$ 1,19;45%;Online
Foot Locker;1185732;13/3/2021;Northeast;Delaware;Wilmington;Women's Street Footwear;$29.00 ;69;$ 2,00;$ 1,08;54%;Online
Foot Locker;1185732;13/3/2021;Northeast;Delaware;Wilmington;Women's Athletic Footwear;$32.00 ;31;$ 992;$ 526;53%;Online
Foot Locker;1185732;13/3/2021;Northeast;Delaware;Wilmington;Men's Apparel;$46.00 ;49;$ 2,25;$ 924;41%;Online
Foot Locker;1185732;13/3/2021;Northeast;Delaware;Wilmington;Women's Apparel;$39.00 ;72;$ 2,81;$ 1,40;50%;Online
Foot Locker;1185732;14/4/2021;Northeast;Delaware;Wilmington;Men's Street Footwear;$36.00 ;131;$ 4,72;$ 2,36;50%;Online
Foot Locker;1185732;14/4/2021;Northeast;Delaware;Wilmington;Men's Athletic Footwear;$38.00 ;61;$ 2,32;$ 1,09;47%;Online
Foot Locker;1185732;14/4/2021;Northeast;Delaware;Wilmington;Women's Street Footwear;$27.00 ;59;$ 1,59;$ 876;55%;Online
Foot Locker;1185732;14/4/2021;Northeast;Delaware;Wilmington;Women's Athletic Footwear;$32.00 ;44;$ 1,41;$ 718;51%;Online
Foot Locker;1185732;14/4/2021;Northeast;Delaware;Wilmington;Men's Apparel;$47.00 ;45;$ 2,12;$ 952;45%;Online
Foot Locker;1185732;14/4/2021;Northeast;Delaware;Wilmington;Women's Apparel;$38.00 ;78;$ 2,96;$ 1,60;54%;Online
Foot Locker;1185732;13/5/2021;Northeast;Delaware;Wilmington;Men's Street Footwear;$51.00 ;160;$ 8,16;$ 3,92;48%;Online
Foot Locker;1185732;13/5/2021;Northeast;Delaware;Wilmington;Men's Athletic Footwear;$47.00 ;69;$ 3,24;$ 1,46;45%;Online
Foot Locker;1185732;13/5/2021;Northeast;Delaware;Wilmington;Women's Street Footwear;$41.00 ;81;$ 3,32;$ 1,73;52%;Online
Foot Locker;1185732;13/5/2021;Northeast;Delaware;Wilmington;Women's Athletic Footwear;$41.00 ;65;$ 2,67;$ 1,39;52%;Online
Foot Locker;1185732;13/5/2021;Northeast;Delaware;Wilmington;Men's Apparel;$50.00 ;74;$ 3,70;$ 1,55;42%;Online
Foot Locker;1185732;13/5/2021;Northeast;Delaware;Wilmington;Women's Apparel;$54.00 ;104;$ 5,62;$ 3,09;55%;Online
Foot Locker;1185732;15/6/2021;Northeast;Delaware;Wilmington;Men's Street Footwear;$51.00 ;189;$ 9,64;$ 4,43;46%;Online
Foot Locker;1185732;15/6/2021;Northeast;Delaware;Wilmington;Men's Athletic Footwear;$48.00 ;120;$ 5,76;$ 2,59;45%;Online
Foot Locker;1185732;15/6/2021;Northeast;Delaware;Wilmington;Women's Street Footwear;$43.00 ;85;$ 3,66;$ 1,94;53%;Online
Foot Locker;1185732;15/6/2021;Northeast;Delaware;Wilmington;Women's Athletic Footwear;$41.00 ;75;$ 3,08;$ 1,69;55%;Online
Foot Locker;1185732;15/6/2021;Northeast;Delaware;Wilmington;Men's Apparel;$50.00 ;75;$ 3,75;$ 1,50;40%;Online
Foot Locker;1185732;15/6/2021;Northeast;Delaware;Wilmington;Women's Apparel;$56.00 ;135;$ 7,56;$ 4,01;53%;Online
Foot Locker;1185732;13/7/2021;Northeast;Delaware;Wilmington;Men's Street Footwear;$53.00 ;182;$ 9,65;$ 4,82;50%;Online
Foot Locker;1185732;13/7/2021;Northeast;Delaware;Wilmington;Men's Athletic Footwear;$47.00 ;119;$ 5,59;$ 2,52;45%;Online
Foot Locker;1185732;13/7/2021;Northeast;Delaware;Wilmington;Women's Street Footwear;$41.00 ;102;$ 4,18;$ 2,26;54%;Online
Foot Locker;1185732;13/7/2021;Northeast;Delaware;Wilmington;Women's Athletic Footwear;$43.00 ;90;$ 3,87;$ 2,05;53%;Online
Foot Locker;1185732;13/7/2021;Northeast;Delaware;Wilmington;Men's Apparel;$51.00 ;94;$ 4,79;$ 1,97;41%;Online
Foot Locker;1185732;13/7/2021;Northeast;Delaware;Wilmington;Women's Apparel;$55.00 ;145;$ 7,98;$ 3,99;50%;Online
Foot Locker;1185732;14/8/2021;Northeast;Delaware;Wilmington;Men's Street Footwear;$50.00 ;163;$ 8,15;$ 3,99;49%;Online
Foot Locker;1185732;14/8/2021;Northeast;Delaware;Wilmington;Men's Athletic Footwear;$47.00 ;128;$ 6,02;$ 2,77;46%;Online
Foot Locker;1185732;14/8/2021;Northeast;Delaware;Wilmington;Women's Street Footwear;$42.00 ;105;$ 4,41;$ 2,21;50%;Online
Foot Locker;1185732;14/8/2021;Northeast;Delaware;Wilmington;Women's Athletic Footwear;$41.00 ;63;$ 2,58;$ 1,29;50%;Online
Foot Locker;1185732;14/8/2021;Northeast;Delaware;Wilmington;Men's Apparel;$50.00 ;63;$ 3,15;$ 1,42;45%;Online
Foot Locker;1185732;14/8/2021;Northeast;Delaware;Wilmington;Women's Apparel;$59.00 ;120;$ 7,08;$ 3,68;52%;Online
Foot Locker;1185732;13/9/2021;Northeast;Delaware;Wilmington;Men's Street Footwear;$50.00 ;142;$ 7,10;$ 3,48;49%;Online
Foot Locker;1185732;13/9/2021;Northeast;Delaware;Wilmington;Men's Athletic Footwear;$47.00 ;85;$ 4,00;$ 1,80;45%;Online
Foot Locker;1185732;13/9/2021;Northeast;Delaware;Wilmington;Women's Street Footwear;$43.00 ;61;$ 2,62;$ 1,34;51%;Online
Foot Locker;1185732;13/9/2021;Northeast;Delaware;Wilmington;Women's Athletic Footwear;$41.00 ;60;$ 2,46;$ 1,26;51%;Online
Foot Locker;1185732;13/9/2021;Northeast;Delaware;Wilmington;Men's Apparel;$50.00 ;60;$ 3,00;$ 1,32;44%;Online
Foot Locker;1185732;13/9/2021;Northeast;Delaware;Wilmington;Women's Apparel;$58.00 ;84;$ 4,87;$ 2,63;54%;Online
Foot Locker;1185732;15/10/2021;Northeast;Delaware;Wilmington;Men's Street Footwear;$56.00 ;128;$ 7,17;$ 3,23;45%;Online
Foot Locker;1185732;15/10/2021;Northeast;Delaware;Wilmington;Men's Athletic Footwear;$51.00 ;90;$ 4,59;$ 2,11;46%;Online
Foot Locker;1185732;15/10/2021;Northeast;Delaware;Wilmington;Women's Street Footwear;$50.00 ;52;$ 2,60;$ 1,43;55%;Online
Foot Locker;1185732;15/10/2021;Northeast;Delaware;Wilmington;Women's Athletic Footwear;$52.00 ;44;$ 2,29;$ 1,14;50%;Online
Foot Locker;1185732;15/10/2021;Northeast;Delaware;Wilmington;Men's Apparel;$62.00 ;49;$ 3,04;$ 1,22;40%;Online
Kohl's;1185732;15/10/2021;Northeast;Delaware;Wilmington;Women's Apparel;$63.00 ;78;$ 4,91;$ 2,70;55%;Online
Kohl's;1185732;14/11/2021;Northeast;Delaware;Wilmington;Men's Street Footwear;$60.00 ;135;$ 8,10;$ 3,81;47%;Online
Kohl's;1185732;14/11/2021;Northeast;Delaware;Wilmington;Men's Athletic Footwear;$53.00 ;85;$ 4,51;$ 2,07;46%;Online
Kohl's;1185732;14/11/2021;Northeast;Delaware;Wilmington;Women's Street Footwear;$52.00 ;86;$ 4,47;$ 2,28;51%;Online
Kohl's;1185732;14/11/2021;Northeast;Delaware;Wilmington;Women's Athletic Footwear;$51.00 ;84;$ 4,28;$ 2,27;53%;Online
Kohl's;1185732;14/11/2021;Northeast;Delaware;Wilmington;Men's Apparel;$60.00 ;72;$ 4,32;$ 1,73;40%;Online
Kohl's;1185732;14/11/2021;Northeast;Delaware;Wilmington;Women's Apparel;$64.00 ;98;$ 6,27;$ 3,45;55%;Online
Kohl's;1185732;13/12/2021;Northeast;Delaware;Wilmington;Men's Street Footwear;$62.00 ;168;$ 10,42;$ 4,90;47%;Online
Kohl's;1185732;13/12/2021;Northeast;Delaware;Wilmington;Men's Athletic Footwear;$50.00 ;100;$ 5,00;$ 2,40;48%;Online
Kohl's;1185732;13/12/2021;Northeast;Delaware;Wilmington;Women's Street Footwear;$50.00 ;109;$ 5,45;$ 2,94;54%;Online
Kohl's;1185732;13/12/2021;Northeast;Delaware;Wilmington;Women's Athletic Footwear;$53.00 ;98;$ 5,19;$ 2,81;54%;Online
Kohl's;1185732;13/12/2021;Northeast;Delaware;Wilmington;Men's Apparel;$61.00 ;91;$ 5,55;$ 2,22;40%;Online
Kohl's;1185732;13/12/2021;Northeast;Delaware;Wilmington;Women's Apparel;$65.00 ;123;$ 8,00;$ 4,00;50%;Online
Kohl's;1185732;10/1/2021;Northeast;Delaware;Wilmington;Men's Street Footwear;$32.00 ;138;$ 4,42;$ 2,21;50%;Online
Kohl's;1185732;10/1/2021;Northeast;Delaware;Wilmington;Men's Athletic Footwear;$33.00 ;77;$ 2,54;$ 1,19;47%;Online
Kohl's;1185732;10/1/2021;Northeast;Delaware;Wilmington;Women's Street Footwear;$24.00 ;72;$ 1,73;$ 881;51%;Online
Kohl's;1185732;10/1/2021;Northeast;Delaware;Wilmington;Women's Athletic Footwear;$27.00 ;38;$ 1,03;$ 513;50%;Online
Kohl's;1185732;10/1/2021;Northeast;Delaware;Wilmington;Men's Apparel;$41.00 ;47;$ 1,93;$ 771;40%;Online
Kohl's;1185732;10/1/2021;Northeast;Delaware;Wilmington;Women's Apparel;$33.00 ;69;$ 2,28;$ 1,25;55%;Online
Kohl's;1185732;8/2/2021;Northeast;Delaware;Wilmington;Men's Street Footwear;$34.00 ;147;$ 5,00;$ 2,40;48%;Online
Kohl's;1185732;8/2/2021;Northeast;Delaware;Wilmington;Men's Athletic Footwear;$32.00 ;53;$ 1,70;$ 848;50%;Online
Kohl's;1185732;8/2/2021;Northeast;Delaware;Wilmington;Women's Street Footwear;$24.00 ;63;$ 1,51;$ 771;51%;Online
Kohl's;1185732;8/2/2021;Northeast;New Jersey;Newark;Women's Athletic Footwear;$29.00 ;30;$ 870;$ 461;53%;Online
Kohl's;1185732;8/2/2021;Northeast;New Jersey;Newark;Men's Apparel;$41.00 ;47;$ 1,93;$ 771;40%;Online
Kohl's;1185732;8/2/2021;Northeast;New Jersey;Newark;Women's Apparel;$32.00 ;74;$ 2,37;$ 1,26;53%;Online
Kohl's;1185732;6/3/2021;Northeast;New Jersey;Newark;Men's Street Footwear;$32.00 ;144;$ 4,61;$ 2,12;46%;Online
Kohl's;1185732;6/3/2021;Northeast;New Jersey;Newark;Men's Athletic Footwear;$32.00 ;58;$ 1,86;$ 909;49%;Online
Kohl's;1185732;6/3/2021;Northeast;New Jersey;Newark;Women's Street Footwear;$24.00 ;59;$ 1,42;$ 750;53%;Online
Kohl's;1185732;6/3/2021;Northeast;New Jersey;Newark;Women's Athletic Footwear;$27.00 ;22;$ 594;$ 309;52%;Online
Kohl's;1185732;6/3/2021;Northeast;New Jersey;Newark;Men's Apparel;$43.00 ;34;$ 1,46;$ 658;45%;Online
Kohl's;1185732;6/3/2021;Northeast;New Jersey;Newark;Women's Apparel;$32.00 ;61;$ 1,95;$ 976;50%;Online
Kohl's;1185732;7/4/2021;Northeast;New Jersey;Newark;Men's Street Footwear;$34.00 ;133;$ 4,52;$ 2,26;50%;Online
Kohl's;1185732;7/4/2021;Northeast;New Jersey;Newark;Men's Athletic Footwear;$33.00 ;51;$ 1,68;$ 774;46%;Online
Kohl's;1185732;7/4/2021;Northeast;New Jersey;Newark;Women's Street Footwear;$24.00 ;51;$ 1,22;$ 612;50%;Online
Kohl's;1185732;7/4/2021;Northeast;New Jersey;Newark;Women's Athletic Footwear;$27.00 ;27;$ 729;$ 372;51%;Online
Kohl's;1185732;7/4/2021;Northeast;New Jersey;Newark;Men's Apparel;$44.00 ;27;$ 1,19;$ 523;44%;Online
Kohl's;1185732;7/4/2021;Northeast;New Jersey;Newark;Women's Apparel;$33.00 ;68;$ 2,24;$ 1,21;54%;Online
Kohl's;1185732;6/5/2021;Northeast;New Jersey;Newark;Men's Street Footwear;$48.00 ;130;$ 6,24;$ 2,93;47%;Online
Kohl's;1185732;6/5/2021;Northeast;New Jersey;Newark;Men's Athletic Footwear;$41.00 ;68;$ 2,79;$ 1,39;50%;Online
Kohl's;1185732;6/5/2021;Northeast;New Jersey;Newark;Women's Street Footwear;$38.00 ;75;$ 2,85;$ 1,43;50%;Online
Kohl's;1185732;6/5/2021;Northeast;New Jersey;Newark;Women's Athletic Footwear;$38.00 ;56;$ 2,13;$ 1,06;50%;Online
Kohl's;1185732;6/5/2021;Northeast;New Jersey;Newark;Men's Apparel;$47.00 ;68;$ 3,20;$ 1,31;41%;Online
Kohl's;1185732;6/5/2021;Northeast;New Jersey;Newark;Women's Apparel;$51.00 ;102;$ 5,20;$ 2,71;52%;Online
Kohl's;1185732;8/6/2021;Northeast;New Jersey;Newark;Men's Street Footwear;$45.00 ;156;$ 7,02;$ 3,23;46%;Online
Kohl's;1185732;8/6/2021;Northeast;New Jersey;Newark;Men's Athletic Footwear;$44.00 ;105;$ 4,62;$ 2,13;46%;Online
Kohl's;1185732;8/6/2021;Northeast;New Jersey;Newark;Women's Street Footwear;$38.00 ;69;$ 2,62;$ 1,39;53%;Online
Kohl's;1185732;8/6/2021;Northeast;New Jersey;Newark;Women's Athletic Footwear;$39.00 ;65;$ 2,54;$ 1,37;54%;Online
Kohl's;1185732;8/6/2021;Northeast;New Jersey;Newark;Men's Apparel;$46.00 ;65;$ 2,99;$ 1,35;45%;Online
Kohl's;1185732;8/6/2021;Northeast;New Jersey;Newark;Women's Apparel;$50.00 ;120;$ 6,00;$ 3,00;50%;Online
