Comercio;ID Comercio;Fecha de Ingreso;Región;Estado;Ciudad;Producto;Precio por Unidad;Unidades Vendidas;Precio Final;Ganancias;Margen Operativo;Metodo de venta;;;
Foot Locker;1185732;14/2/2020;Midwest;South Dakota;Sioux Falls;Men's Athletic Footwear;$45,00 ;60;$ 2.700;$1.485 ;45%;Online;;;
Foot Locker;1185732;5/6/2021;Midwest;South Dakota;Sioux Falls;Women's Street Footwear;$43,00 ;46;$ 1.978;$1.147 ;42%;Online;;;
Foot Locker;1185732;13/12/2020;Midwest;South Dakota;Sioux Falls;Women's Athletic Footwear;$43,00 ;26;$ 1.118;$615 ;45%;Online;;;
Foot Locker;1185732;27/9/2020;Midwest;South Dakota;Sioux Falls;Men's Apparel;$51,00 ;38;$ 1.938;$969 ;50%;Online;;;
Foot Locker;1185732;30/8/2020;Midwest;South Dakota;Sioux Falls;Women's Apparel;$58,00 ;68;$ 3.944;$1.933 ;51%;Online;;;
Foot Locker;1185732;20/3/2020;Midwest;South Dakota;Sioux Falls;Men's Street Footwear;$41,00 ;135;$ 5.535;$2.989 ;46%;Online;;;
Foot Locker;1185732;23/7/2021;Midwest;South Dakota;Sioux Falls;Men's Athletic Footwear;$39,00 ;70;$ 2.730;$1.638 ;40%;Online;;;
Foot Locker;1185732;2/6/2021;Midwest;South Dakota;Sioux Falls;Women's Street Footwear;$32,00 ;54;$ 1.728;$985 ;43%;Online;;;
Foot Locker;1185732;13/7/2021;Midwest;South Dakota;Sioux Falls;Women's Athletic Footwear;$32,00 ;49;$ 1.568;$862 ;45%;Online;;;
Foot Locker;1185732;28/8/2021;Midwest;South Dakota;Sioux Falls;Men's Apparel;$41,00 ;51;$ 2.091;$1.150 ;45%;Online;;;
Foot Locker;1185732;16/10/2020;Midwest;South Dakota;Sioux Falls;Women's Apparel;$50,00 ;94;$ 4.700;$2.209 ;53%;Online;;;
Foot Locker;1185732;14/4/2020;Midwest;South Dakota;Sioux Falls;Men's Street Footwear;$47,00 ;154;$ 7.238;$3.909 ;46%;Online;;;
Foot Locker;1185732;4/9/2021;Midwest;South Dakota;Sioux Falls;Men's Athletic Footwear;$44,00 ;81;$ 3.564;$1.960 ;45%;Online;;;
Foot Locker;1185732;27/11/2020;Midwest;South Dakota;Sioux Falls;Women's Street Footwear;$37,00 ;61;$ 2.257;$1.309 ;42%;Online;;;
Foot Locker;1185732;26/12/2020;Midwest;South Dakota;Sioux Falls;Women's Athletic Footwear;$38,00 ;44;$ 1.672;$953 ;43%;Online;;;
Foot Locker;1185732;7/7/2021;Midwest;South Dakota;Sioux Falls;Men's Apparel;$49,00 ;52;$ 2.548;$1.376 ;46%;Online;;;
Foot Locker;1185732;21/2/2020;Midwest;South Dakota;Sioux Falls;Women's Apparel;$53,00 ;94;$ 4.982;$2.342 ;53%;Online;;;
Foot Locker;1185732;11/9/2021;Midwest;South Dakota;Sioux Falls;Men's Street Footwear;$49,00 ;131;$ 6.419;$3.338 ;48%;Online;;;
Foot Locker;1185732;18/3/2020;Midwest;South Dakota;Sioux Falls;Men's Athletic Footwear;$42,00 ;78;$ 3.276;$1.802 ;45%;Online;;;
Foot Locker;1185732;22/1/2020;Midwest;South Dakota;Sioux Falls;Women's Street Footwear;$36,00 ;65;$ 2.340;$1.404 ;40%;Online;;;
Foot Locker;1185732;8/11/2020;Midwest;South Dakota;Sioux Falls;Women's Athletic Footwear;$38,00 ;58;$ 2.204;$1.256 ;43%;Online;;;
Foot Locker;1185732;12/7/2020;Midwest;South Dakota;Sioux Falls;Men's Apparel;$47,00 ;46;$ 2.162;$1.167 ;46%;Online;;;
Foot Locker;1185732;28/10/2021;Midwest;South Dakota;Sioux Falls;Women's Apparel;$53,00 ;88;$ 4.664;$2.332 ;50%;Online;;;
Foot Locker;1185732;8/8/2020;Midwest;South Dakota;Sioux Falls;Men's Street Footwear;$42,00 ;138;$ 5.796;$3.188 ;45%;Online;;;
Foot Locker;1185732;1/9/2020;Midwest;South Dakota;Sioux Falls;Men's Athletic Footwear;$39,00 ;80;$ 3.120;$1.872 ;40%;Online;;;
Foot Locker;1185732;22/9/2021;Midwest;South Dakota;Sioux Falls;Women's Street Footwear;$32,00 ;53;$ 1.696;$1.018 ;40%;Online;;;
Foot Locker;1185732;1/8/2021;Midwest;South Dakota;Sioux Falls;Women's Athletic Footwear;$34,00 ;39;$ 1.326;$796 ;40%;Online;;;
Foot Locker;1185732;19/5/2021;Midwest;South Dakota;Sioux Falls;Men's Apparel;$41,00 ;42;$ 1.722;$861 ;50%;Online;;;
Foot Locker;1185732;28/6/2021;Midwest;South Dakota;Sioux Falls;Women's Apparel;$46,00 ;65;$ 2.990;$1.495 ;50%;Online;;;
Foot Locker;1185732;11/8/2020;Midwest;South Dakota;Sioux Falls;Men's Street Footwear;$54,00 ;104;$ 5.616;$3.033 ;46%;Online;;;
Foot Locker;1185732;1/1/2020;Midwest;South Dakota;Sioux Falls;Men's Athletic Footwear;$41,00 ;75;$ 3.075;$1.784 ;42%;Online;;;
Foot Locker;1185732;27/11/2020;Midwest;South Dakota;Sioux Falls;Women's Street Footwear;$43,00 ;42;$ 1.806;$1.084 ;40%;Online;;;
Foot Locker;1185732;26/4/2021;Midwest;South Dakota;Sioux Falls;Women's Athletic Footwear;$43,00 ;36;$ 1.548;$851 ;45%;Online;;;
Foot Locker;1185732;17/4/2021;Midwest;South Dakota;Sioux Falls;Men's Apparel;$54,00 ;38;$ 2.052;$1.088 ;47%;Online;;;
Sports Direct;1185732;13/2/2021;Midwest;South Dakota;Sioux Falls;Women's Apparel;$55,00 ;70;$ 3.850;$1.733 ;55%;Online;;;
Sports Direct;1185732;29/6/2021;Midwest;South Dakota;Sioux Falls;Men's Street Footwear;$53,00 ;104;$ 5.512;$2.811 ;49%;Online;;;
Sports Direct;1185732;22/2/2021;Midwest;South Dakota;Sioux Falls;Men's Athletic Footwear;$41,00 ;63;$ 2.583;$1.524 ;41%;Online;;;
Sports Direct;1185732;1/7/2020;Midwest;South Dakota;Sioux Falls;Women's Street Footwear;$43,00 ;57;$ 2.451;$1.373 ;44%;Online;;;
Sports Direct;1185732;22/10/2021;Midwest;South Dakota;Sioux Falls;Women's Athletic Footwear;$43,00 ;44;$ 1.892;$1.060 ;44%;Online;;;
Sports Direct;1185732;24/5/2020;Midwest;South Dakota;Sioux Falls;Men's Apparel;$59,00 ;45;$ 2.655;$1.434 ;46%;Online;;;
Sports Direct;1185732;9/11/2021;Midwest;South Dakota;Sioux Falls;Women's Apparel;$61,00 ;65;$ 3.965;$1.983 ;50%;Online;;;
Sports Direct;1185732;20/2/2021;Midwest;South Dakota;Sioux Falls;Men's Street Footwear;$58,00 ;140;$ 8.120;$4.385 ;46%;Online;;;
Sports Direct;1185732;17/5/2020;Midwest;South Dakota;Sioux Falls;Men's Athletic Footwear;$45,00 ;75;$ 3.375;$1.924 ;43%;Online;;;
Sports Direct;1185732;7/12/2021;Midwest;South Dakota;Sioux Falls;Women's Street Footwear;$45,00 ;73;$ 3.285;$1.905 ;42%;Online;;;
Sports Direct;1185732;17/4/2020;Midwest;South Dakota;Sioux Falls;Women's Athletic Footwear;$45,00 ;50;$ 2.250;$1.238 ;45%;Online;;;
Sports Direct;1185732;29/4/2020;Midwest;South Dakota;Sioux Falls;Men's Apparel;$56,00 ;50;$ 2.800;$1.540 ;45%;Online;;;
Sports Direct;1185732;5/2/2021;Midwest;South Dakota;Sioux Falls;Women's Apparel;$64,00 ;75;$ 4.800;$2.304 ;52%;Online;;;
Sports Direct;1185732;29/6/2020;Midwest;South Dakota;Sioux Falls;Men's Street Footwear;$33,00 ;128;$ 4.224;$2.323 ;45%;Online;;;
Sports Direct;1185732;2/1/2020;Midwest;South Dakota;Sioux Falls;Men's Athletic Footwear;$32,00 ;74;$ 2.368;$1.326 ;44%;Online;;;
Sports Direct;1185732;23/7/2021;Midwest;South Dakota;Sioux Falls;Women's Street Footwear;$25,00 ;74;$ 1.850;$1.110 ;40%;Online;;;
Sports Direct;1185732;26/9/2021;Midwest;South Dakota;Sioux Falls;Women's Athletic Footwear;$28,00 ;33;$ 924;$508 ;45%;Online;;;
Sports Direct;1185732;2/6/2020;Midwest;South Dakota;Sioux Falls;Men's Apparel;$43,00 ;49;$ 2.107;$1.075 ;49%;Online;;;
Sports Direct;1185732;29/3/2020;Midwest;South Dakota;Sioux Falls;Women's Apparel;$33,00 ;72;$ 2.376;$1.164 ;51%;Online;;;
Sports Direct;1185732;23/2/2020;Midwest;South Dakota;Sioux Falls;Men's Street Footwear;$34,00 ;152;$ 5.168;$2.842 ;45%;Online;;;
Sports Direct;1185732;27/10/2020;Midwest;South Dakota;Sioux Falls;Men's Athletic Footwear;$34,00 ;51;$ 1.734;$988 ;43%;Online;;;
Sports Direct;1185732;24/7/2021;Midwest;South Dakota;Sioux Falls;Women's Street Footwear;$24,00 ;68;$ 1.632;$947 ;42%;Online;;;
Sports Direct;1185732;1/3/2021;Midwest;North Dakota;Fargo;Women's Athletic Footwear;$29,00 ;30;$ 870;$479 ;45%;Online;;;
Sports Direct;1185732;6/1/2020;Midwest;North Dakota;Fargo;Men's Apparel;$42,00 ;51;$ 2.142;$1.092 ;49%;Online;;;
Sports Direct;1185732;18/9/2021;Midwest;North Dakota;Fargo;Women's Apparel;$23,00 ;69;$ 1.587;$778 ;51%;Online;;;
Sports Direct;1185732;4/8/2021;Midwest;North Dakota;Fargo;Men's Street Footwear;$29,00 ;134;$ 3.886;$2.060 ;47%;Online;;;
Sports Direct;1185732;19/5/2020;Midwest;North Dakota;Fargo;Men's Athletic Footwear;$27,00 ;58;$ 1.566;$908 ;42%;Online;;;
Sports Direct;1185732;24/1/2021;Midwest;North Dakota;Fargo;Women's Street Footwear;$19,00 ;56;$ 1.064;$617 ;42%;Online;;;
Sports Direct;1185732;3/8/2020;Midwest;North Dakota;Fargo;Women's Athletic Footwear;$25,00 ;22;$ 550;$319 ;42%;Online;;;
Sports Direct;1185732;14/9/2021;Midwest;North Dakota;Fargo;Men's Apparel;$36,00 ;36;$ 1.296;$648 ;50%;Online;;;
Sports Direct;1185732;24/10/2021;Midwest;North Dakota;Fargo;Women's Apparel;$28,00 ;63;$ 1.764;$847 ;52%;Online;;;
Sports Direct;1185732;6/8/2021;Midwest;North Dakota;Fargo;Men's Street Footwear;$28,00 ;113;$ 3.164;$1.614 ;49%;Online;;;
Sports Direct;1185732;8/11/2021;Midwest;North Dakota;Fargo;Men's Athletic Footwear;$28,00 ;44;$ 1.232;$702 ;43%;Online;;;
Sports Direct;1185732;23/7/2021;Midwest;North Dakota;Fargo;Women's Street Footwear;$19,00 ;41;$ 779;$452 ;42%;Online;;;
Sports Direct;1185732;24/7/2020;Midwest;North Dakota;Fargo;Women's Athletic Footwear;$24,00 ;22;$ 528;$301 ;43%;Online;;;
Sports Direct;1185732;25/12/2021;Midwest;North Dakota;Fargo;Men's Apparel;$58,00 ;30;$ 1.740;$905 ;48%;Online;;;
Sports Direct;1185732;20/8/2021;Midwest;North Dakota;Fargo;Women's Apparel;$49,00 ;68;$ 3.332;$1.566 ;53%;Online;;;
Sports Direct;1185732;10/11/2020;Midwest;North Dakota;Fargo;Men's Street Footwear;$55,00 ;129;$ 7.095;$3.689 ;48%;Online;;;
Sports Direct;1185732;23/3/2020;Midwest;North Dakota;Fargo;Men's Athletic Footwear;$41,00 ;54;$ 2.214;$1.240 ;44%;Online;;;
Sports Direct;1185732;17/2/2021;Midwest;North Dakota;Fargo;Women's Street Footwear;$37,00 ;51;$ 1.887;$1.076 ;43%;Online;;;
Sports Direct;1185732;30/10/2021;Midwest;North Dakota;Fargo;Women's Athletic Footwear;$36,00 ;26;$ 936;$524 ;44%;Online;;;
Sports Direct;1185732;30/3/2021;Midwest;North Dakota;Fargo;Men's Apparel;$46,00 ;31;$ 1.426;$742 ;48%;Online;;;
Sports Direct;1185732;27/3/2021;Midwest;North Dakota;Fargo;Women's Apparel;$52,00 ;75;$ 3.900;$1.911 ;51%;Online;;;
Sports Direct;1185732;12/8/2021;Midwest;North Dakota;Fargo;Men's Street Footwear;$36,00 ;125;$ 4.500;$2.475 ;45%;Online;;;
Sports Direct;1185732;17/7/2020;Midwest;North Dakota;Fargo;Men's Athletic Footwear;$32,00 ;65;$ 2.080;$1.186 ;43%;Online;;;
Sports Direct;1185732;16/8/2020;Midwest;North Dakota;Fargo;Women's Street Footwear;$27,00 ;60;$ 1.620;$972 ;40%;Online;;;
Sports Direct;1185732;9/12/2021;Midwest;North Dakota;Fargo;Women's Athletic Footwear;$29,00 ;51;$ 1.479;$858 ;42%;Online;;;
Sports Direct;1185732;14/8/2020;Midwest;North Dakota;Fargo;Men's Apparel;$38,00 ;47;$ 1.786;$964 ;46%;Online;;;
Sports Direct;1185732;12/2/2021;Midwest;North Dakota;Fargo;Women's Apparel;$51,00 ;91;$ 4.641;$2.135 ;54%;Online;;;
Sports Direct;1185732;25/11/2021;Midwest;North Dakota;Fargo;Men's Street Footwear;$48,00 ;160;$ 7.680;$3.917 ;49%;Online;;;
Sports Direct;1185732;10/4/2021;Midwest;North Dakota;Fargo;Men's Athletic Footwear;$44,00 ;84;$ 3.696;$2.107 ;43%;Online;;;
Sports Direct;1185732;24/1/2020;Midwest;North Dakota;Fargo;Women's Street Footwear;$37,00 ;59;$ 2.183;$1.310 ;40%;Online;;;
Sports Direct;1185732;13/11/2020;Midwest;North Dakota;Fargo;Women's Athletic Footwear;$38,00 ;53;$ 2.014;$1.148 ;43%;Online;;;
Sports Direct;1185732;24/8/2020;Midwest;North Dakota;Fargo;Men's Apparel;$49,00 ;60;$ 2.940;$1.588 ;46%;Online;;;
Sports Direct;1185732;7/3/2021;Midwest;North Dakota;Fargo;Women's Apparel;$54,00 ;98;$ 5.292;$2.434 ;54%;Online;;;
Sports Direct;1185732;2/4/2021;Midwest;North Dakota;Fargo;Men's Street Footwear;$46,00 ;147;$ 6.762;$3.449 ;49%;Online;;;
Sports Direct;1185732;6/10/2020;Midwest;North Dakota;Fargo;Men's Athletic Footwear;$42,00 ;90;$ 3.780;$2.268 ;40%;Online;;;
Sports Direct;1185732;15/11/2021;Midwest;North Dakota;Fargo;Women's Street Footwear;$37,00 ;63;$ 2.331;$1.375 ;41%;Online;;;
Sports Direct;1185732;26/4/2021;Midwest;North Dakota;Fargo;Women's Athletic Footwear;$38,00 ;52;$ 1.976;$1.166 ;41%;Online;;;
Sports Direct;1185732;21/10/2021;Midwest;North Dakota;Fargo;Men's Apparel;$46,00 ;44;$ 2.024;$1.093 ;46%;Online;;;
Sports Direct;1185732;24/10/2020;Midwest;North Dakota;Fargo;Women's Apparel;$54,00 ;95;$ 5.130;$2.411 ;53%;Online;;;
Sports Direct;1185732;2/3/2021;Midwest;North Dakota;Fargo;Men's Street Footwear;$36,00 ;133;$ 4.788;$2.394 ;50%;Online;;;
Sports Direct;1185732;18/7/2021;Midwest;North Dakota;Fargo;Men's Athletic Footwear;$34,00 ;72;$ 2.448;$1.395 ;43%;Online;;;
Sports Direct;1185732;7/10/2020;Midwest;North Dakota;Fargo;Women's Street Footwear;$27,00 ;51;$ 1.377;$771 ;44%;Online;;;
Sports Direct;1185732;18/8/2020;Midwest;North Dakota;Fargo;Women's Athletic Footwear;$28,00 ;44;$ 1.232;$727 ;41%;Online;;;
Sports Direct;1185732;22/4/2021;Midwest;North Dakota;Fargo;Men's Apparel;$36,00 ;42;$ 1.512;$771 ;49%;Online;;;
Sports Direct;1185732;3/9/2020;Midwest;North Dakota;Fargo;Women's Apparel;$44,00 ;63;$ 2.772;$1.247 ;55%;Online;;;
Sports Direct;1185732;21/11/2020;Midwest;North Dakota;Fargo;Men's Street Footwear;$49,00 ;116;$ 5.684;$3.013 ;47%;Online;;;
Sports Direct;1185732;23/11/2020;Midwest;North Dakota;Fargo;Men's Athletic Footwear;$36,00 ;73;$ 2.628;$1.551 ;41%;Online;;;
Sports Direct;1185732;19/6/2020;Midwest;North Dakota;Fargo;Women's Street Footwear;$39,00 ;39;$ 1.521;$852 ;44%;Online;;;
Sports Direct;1185732;3/8/2020;Midwest;North Dakota;Fargo;Women's Athletic Footwear;$38,00 ;33;$ 1.254;$752 ;40%;Online;;;
Sports Direct;1185732;29/4/2020;Midwest;North Dakota;Fargo;Men's Apparel;$45,00 ;34;$ 1.530;$811 ;47%;Online;;;
Foot Locker;1185732;10/9/2021;Midwest;North Dakota;Fargo;Women's Apparel;$53,00 ;73;$ 3.869;$1.818 ;53%;Online;;;
Foot Locker;1185732;30/10/2021;Midwest;North Dakota;Fargo;Men's Street Footwear;$49,00 ;120;$ 5.880;$2.940 ;50%;Online;;;
Foot Locker;1185732;5/3/2021;Midwest;North Dakota;Fargo;Men's Athletic Footwear;$36,00 ;73;$ 2.628;$1.445 ;45%;Online;;;
Foot Locker;1185732;20/3/2020;Midwest;North Dakota;Fargo;Women's Street Footwear;$39,00 ;53;$ 2.067;$1.158 ;44%;Online;;;
Foot Locker;1185732;22/7/2020;Midwest;North Dakota;Fargo;Women's Athletic Footwear;$39,00 ;47;$ 1.833;$1.045 ;43%;Online;;;
Foot Locker;1185732;22/2/2020;Midwest;North Dakota;Fargo;Men's Apparel;$55,00 ;44;$ 2.420;$1.331 ;45%;Online;;;
Foot Locker;1185732;6/9/2020;Midwest;North Dakota;Fargo;Women's Apparel;$60,00 ;65;$ 3.900;$1.911 ;51%;Online;;;
Foot Locker;1185732;23/8/2020;Midwest;North Dakota;Fargo;Men's Street Footwear;$55,00 ;150;$ 8.250;$4.455 ;46%;Online;;;
Foot Locker;1185732;22/6/2021;Midwest;North Dakota;Fargo;Men's Athletic Footwear;$46,00 ;75;$ 3.450;$1.898 ;45%;Online;;;
Foot Locker;1185732;24/9/2021;Midwest;North Dakota;Fargo;Women's Street Footwear;$48,00 ;73;$ 3.504;$1.927 ;45%;Online;;;
Foot Locker;1185732;27/12/2020;Midwest;North Dakota;Fargo;Women's Athletic Footwear;$47,00 ;54;$ 2.538;$1.497 ;41%;Online;;;
Foot Locker;1185732;29/2/2020;Midwest;North Dakota;Fargo;Men's Apparel;$58,00 ;54;$ 3.132;$1.723 ;45%;Online;;;
Foot Locker;1185732;28/11/2021;Midwest;North Dakota;Fargo;Women's Apparel;$63,00 ;78;$ 4.914;$2.310 ;53%;Online;;;
Foot Locker;1185732;15/10/2021;Midwest;North Dakota;Fargo;Men's Street Footwear;$27,00 ;113;$ 3.051;$1.678 ;45%;Online;;;
Foot Locker;1185732;13/10/2021;Midwest;North Dakota;Fargo;Men's Athletic Footwear;$29,00 ;70;$ 2.030;$1.096 ;46%;Online;;;
Foot Locker;1185732;22/6/2020;Midwest;North Dakota;Fargo;Women's Street Footwear;$19,00 ;68;$ 1.292;$711 ;45%;Online;;;
Foot Locker;1185732;24/3/2021;Midwest;North Dakota;Fargo;Women's Athletic Footwear;$24,00 ;26;$ 624;$343 ;45%;Online;;;
Foot Locker;1185732;14/6/2021;Midwest;North Dakota;Fargo;Men's Apparel;$38,00 ;42;$ 1.596;$591 ;63%;Online;;;
Foot Locker;1185732;8/3/2020;Midwest;North Dakota;Fargo;Women's Apparel;$28,00 ;75;$ 2.100;$1.008 ;52%;Online;;;
Foot Locker;1185732;21/6/2020;Midwest;North Dakota;Fargo;Men's Street Footwear;$28,00 ;145;$ 4.060;$2.274 ;44%;Online;;;
Foot Locker;1185732;17/2/2020;Midwest;North Dakota;Fargo;Men's Athletic Footwear;$28,00 ;45;$ 1.260;$680 ;46%;Online;;;
Foot Locker;1185732;3/12/2021;Midwest;North Dakota;Fargo;Women's Street Footwear;$19,00 ;56;$ 1.064;$628 ;41%;Online;;;
Foot Locker;1185732;15/3/2021;Midwest;Iowa;Des Moines;Women's Athletic Footwear;$25,00 ;23;$ 575;$322 ;44%;Online;;;
Foot Locker;1185732;29/3/2020;Midwest;Iowa;Des Moines;Men's Apparel;$38,00 ;38;$ 1.444;$505 ;65%;Online;;;
Foot Locker;1185732;23/1/2021;Midwest;Iowa;Des Moines;Women's Apparel;$14,00 ;68;$ 952;$438 ;54%;Online;;;
Foot Locker;1185732;7/9/2021;Midwest;Iowa;Des Moines;Men's Street Footwear;$19,00 ;136;$ 2.584;$1.550 ;40%;Online;;;
Foot Locker;1185732;30/12/2021;Midwest;Iowa;Des Moines;Men's Athletic Footwear;$19,00 ;47;$ 893;$491 ;45%;Online;;;
Foot Locker;1185732;21/5/2020;Midwest;Iowa;Des Moines;Women's Street Footwear;$9,00 ;65;$ 585;$351 ;40%;Online;;;
Foot Locker;1185732;15/7/2020;Midwest;Iowa;Des Moines;Women's Athletic Footwear;$14,00 ;28;$ 392;$227 ;42%;Online;;;
Foot Locker;1185732;16/12/2020;Midwest;Iowa;Des Moines;Men's Apparel;$28,00 ;39;$ 1.092;$393 ;64%;Online;;;
Foot Locker;1185732;4/5/2021;Midwest;Iowa;Des Moines;Women's Apparel;$20,00 ;68;$ 1.360;$639 ;53%;Online;;;
Foot Locker;1185732;29/12/2021;Midwest;Iowa;Des Moines;Men's Street Footwear;$20,00 ;124;$ 2.480;$1.364 ;45%;Online;;;
Foot Locker;1185732;19/2/2020;Midwest;Iowa;Des Moines;Men's Athletic Footwear;$18,00 ;49;$ 882;$450 ;49%;Online;;;
Foot Locker;1185732;24/4/2020;Midwest;Iowa;Des Moines;Women's Street Footwear;$10,00 ;53;$ 530;$297 ;44%;Online;;;
Foot Locker;1185732;10/3/2021;Midwest;Iowa;Des Moines;Women's Athletic Footwear;$15,00 ;28;$ 420;$231 ;45%;Online;;;
Foot Locker;1185732;6/1/2021;Midwest;Iowa;Des Moines;Men's Apparel;$55,00 ;34;$ 1.870;$729 ;61%;Online;;;
Foot Locker;1185732;5/5/2020;Midwest;Iowa;Des Moines;Women's Apparel;$46,00 ;63;$ 2.898;$1.391 ;52%;Online;;;
Foot Locker;1185732;29/7/2021;Midwest;Iowa;Des Moines;Men's Street Footwear;$57,00 ;146;$ 8.322;$4.827 ;42%;Online;;;
Foot Locker;1185732;19/10/2021;Midwest;Iowa;Des Moines;Men's Athletic Footwear;$37,00 ;63;$ 2.331;$1.259 ;46%;Online;;;
Foot Locker;1185732;10/7/2020;Midwest;Iowa;Des Moines;Women's Street Footwear;$33,00 ;54;$ 1.782;$1.051 ;41%;Online;;;
Foot Locker;1185732;23/9/2021;Midwest;Iowa;Des Moines;Women's Athletic Footwear;$33,00 ;34;$ 1.122;$628 ;44%;Online;;;
Foot Locker;1185732;14/4/2020;Midwest;Iowa;Des Moines;Men's Apparel;$43,00 ;42;$ 1.806;$632 ;65%;Online;;;
Foot Locker;1185732;20/12/2021;Midwest;Iowa;Des Moines;Women's Apparel;$46,00 ;69;$ 3.174;$1.524 ;52%;Online;;;
Foot Locker;1185732;30/5/2020;Midwest;Iowa;Des Moines;Men's Street Footwear;$32,00 ;137;$ 4.384;$2.543 ;42%;Online;;;
Foot Locker;1185732;10/6/2021;Midwest;Iowa;Des Moines;Men's Athletic Footwear;$28,00 ;77;$ 2.156;$1.121 ;48%;Online;;;
Foot Locker;1185732;15/7/2021;Midwest;Iowa;Des Moines;Women's Street Footwear;$23,00 ;50;$ 1.150;$633 ;45%;Online;;;
Foot Locker;1185732;26/9/2020;Midwest;Iowa;Des Moines;Women's Athletic Footwear;$24,00 ;44;$ 1.056;$591 ;44%;Online;;;
Foot Locker;1185732;30/9/2020;Midwest;Iowa;Des Moines;Men's Apparel;$34,00 ;44;$ 1.496;$539 ;64%;Online;;;
Foot Locker;1185732;6/7/2020;Midwest;Iowa;Des Moines;Women's Apparel;$51,00 ;85;$ 4.335;$2.037 ;53%;Online;;;
Foot Locker;1185732;21/12/2020;Midwest;Iowa;Des Moines;Men's Street Footwear;$49,00 ;138;$ 6.762;$3.787 ;44%;Online;;;
Foot Locker;1185732;10/5/2020;Midwest;Iowa;Des Moines;Men's Athletic Footwear;$44,00 ;87;$ 3.828;$1.952 ;49%;Online;;;
Foot Locker;1185732;7/3/2021;Midwest;Iowa;Des Moines;Women's Street Footwear;$36,00 ;68;$ 2.448;$1.371 ;44%;Online;;;
Foot Locker;1185732;19/11/2020;Midwest;Iowa;Des Moines;Women's Athletic Footwear;$37,00 ;47;$ 1.739;$1.026 ;41%;Online;;;
Foot Locker;1185732;21/7/2020;Midwest;Iowa;Des Moines;Men's Apparel;$46,00 ;60;$ 2.760;$1.104 ;60%;Online;;;
Foot Locker;1185732;3/5/2020;Midwest;Iowa;Des Moines;Women's Apparel;$51,00 ;94;$ 4.794;$2.397 ;50%;Online;;;
Foot Locker;1185732;20/5/2020;Midwest;Iowa;Des Moines;Men's Street Footwear;$49,00 ;131;$ 6.419;$3.723 ;42%;Online;;;
Foot Locker;1185732;17/6/2020;Midwest;Iowa;Des Moines;Men's Athletic Footwear;$42,00 ;78;$ 3.276;$1.769 ;46%;Online;;;
Foot Locker;1185732;15/3/2020;Midwest;Iowa;Des Moines;Women's Street Footwear;$39,00 ;61;$ 2.379;$1.356 ;43%;Online;;;
Foot Locker;1185732;23/12/2021;Midwest;Iowa;Des Moines;Women's Athletic Footwear;$37,00 ;54;$ 1.998;$1.179 ;41%;Online;;;
Foot Locker;1185732;28/10/2020;Midwest;Iowa;Des Moines;Men's Apparel;$48,00 ;51;$ 2.448;$979 ;60%;Online;;;
Foot Locker;1185732;7/2/2021;Midwest;Iowa;Des Moines;Women's Apparel;$53,00 ;98;$ 5.194;$2.337 ;55%;Online;;;
Foot Locker;1185732;14/1/2021;Midwest;Iowa;Des Moines;Men's Street Footwear;$34,00 ;133;$ 4.522;$2.713 ;40%;Online;;;
Foot Locker;1185732;26/5/2020;Midwest;Iowa;Des Moines;Men's Athletic Footwear;$27,00 ;77;$ 2.079;$1.102 ;47%;Online;;;
Foot Locker;1185732;10/7/2020;Midwest;Iowa;Des Moines;Women's Street Footwear;$24,00 ;49;$ 1.176;$706 ;40%;Online;;;
Foot Locker;1185732;27/6/2021;Midwest;Iowa;Des Moines;Women's Athletic Footwear;$23,00 ;38;$ 874;$481 ;45%;Online;;;
Foot Locker;1185732;9/6/2020;Midwest;Iowa;Des Moines;Men's Apparel;$34,00 ;45;$ 1.530;$597 ;61%;Online;;;
Foot Locker;1185732;3/4/2021;Midwest;Iowa;Des Moines;Women's Apparel;$36,00 ;61;$ 2.196;$1.098 ;50%;Online;;;
Foot Locker;1185732;9/6/2020;Midwest;Iowa;Des Moines;Men's Street Footwear;$43,00 ;112;$ 4.816;$2.841 ;41%;Online;;;
Foot Locker;1185732;10/3/2021;Midwest;Iowa;Des Moines;Men's Athletic Footwear;$32,00 ;75;$ 2.400;$1.296 ;46%;Online;;;
Foot Locker;1185732;20/1/2021;Midwest;Iowa;Des Moines;Women's Street Footwear;$34,00 ;39;$ 1.326;$782 ;41%;Online;;;
Foot Locker;1185732;30/10/2021;Midwest;Iowa;Des Moines;Women's Athletic Footwear;$34,00 ;31;$ 1.054;$611 ;42%;Online;;;
Foot Locker;1185732;10/10/2021;Midwest;Iowa;Des Moines;Men's Apparel;$42,00 ;38;$ 1.596;$575 ;64%;Online;;;
West Gear;1185732;4/12/2020;Midwest;Iowa;Des Moines;Women's Apparel;$49,00 ;73;$ 3.577;$1.681 ;53%;Online;;;
West Gear;1185732;25/6/2021;Midwest;Iowa;Des Moines;Men's Street Footwear;$41,00 ;112;$ 4.592;$2.572 ;44%;Online;;;
West Gear;1185732;10/8/2021;Midwest;Iowa;Des Moines;Men's Athletic Footwear;$32,00 ;72;$ 2.304;$1.175 ;49%;Online;;;
West Gear;1185732;28/4/2020;Midwest;Iowa;Des Moines;Women's Street Footwear;$32,00 ;57;$ 1.824;$1.021 ;44%;Online;;;
